industry,country,layoff_count,workforce_percentage,total_funding_million_usd,stock_price_change_7d,revenue_growth_percent,market_cap_billion_usd,ai_automation_flag,year,hiring_status,company_size_encoded
Tech,USA,334,28.41,110.34,9.5,29.09,243.35,0,2020,Freeze,2
FinTech,Japan,434,33.18,999.02,-6.63,2.45,38.62,0,2021,Hiring,2
Manufacturing,UK,232,39.3,423.63,-0.04,-29.56,412.58,0,2024,Freeze,2
Manufacturing,Singapore,196,13.8,870.87,-13.92,12.2,44.39,0,2025,Slowdown,1
AI,Japan,266,30.9,1468.56,-11.65,11.84,149.79,0,2020,Slowdown,1
Energy,Canada,240,31.64,241.08,5.71,-0.58,205.01,0,2020,Freeze,1
Retail,USA,70,38.06,409.86,10.4,15.77,282.82,0,2026,Slowdown,0
Energy,UK,628,28.21,1859.59,-13.41,-3.75,391.31,0,2022,Slowdown,2
Retail,USA,157,8.26,1606.27,-3.41,-11.67,229.15,0,2024,Hiring,1
Retail,Australia,39,2.94,1808.31,-10.99,0.89,454.7,0,2025,Slowdown,1
Tech,UK,444,26.62,1913.45,-4.63,3.5,34.57,0,2025,Freeze,2
EdTech,Singapore,151,11.75,554.85,-1.04,4.0,393.58,0,2024,Freeze,0
Manufacturing,Singapore,410,18.54,1554.54,-3.11,-2.89,32.78,1,2023,Freeze,2
Retail,Canada,162,25.17,1126.18,-8.83,21.07,173.03,0,2026,Freeze,0
Retail,Japan,295,10.23,1466.24,-6.02,22.4,274.21,0,2023,Slowdown,1
AI,Canada,252,25.35,991.49,-8.63,11.69,489.78,0,2021,Slowdown,2
Energy,Brazil,153,14.19,620.85,-4.31,-7.35,473.52,0,2021,Freeze,0
Finance,Brazil,148,22.89,1049.16,2.54,11.43,57.47,1,2024,Freeze,2
Retail,Singapore,606,31.88,1099.93,-6.48,13.27,306.49,1,2023,Freeze,2
Finance,Germany,68,6.5,1330.05,-5.09,29.49,108.12,1,2022,Slowdown,2
Retail,USA,23,3.43,1027.44,-3.47,-4.71,403.22,0,2021,Slowdown,1
Finance,UK,58,8.85,520.95,-9.15,22.43,82.44,0,2020,Freeze,0
EdTech,Japan,41,1.7,256.88,-8.51,-2.46,329.85,0,2022,Freeze,1
Tech,India,270,18.6,1970.05,-3.62,18.25,386.03,0,2026,Slowdown,2
Tech,UK,190,16.24,1597.7,-11.3,-28.06,186.03,0,2024,Freeze,0
Healthcare,Canada,311,38.61,411.51,-8.35,18.79,261.71,0,2020,Slowdown,1
Finance,Brazil,284,11.78,628.14,5.51,-36.39,321.37,0,2023,Slowdown,2
EdTech,UK,487,31.94,636.94,0.87,1.02,428.6,0,2025,Hiring,1
Manufacturing,UK,18,20.77,1198.23,-9.36,25.34,16.79,0,2025,Hiring,2
Manufacturing,Canada,51,6.93,883.45,8.3,5.36,307.69,0,2026,Slowdown,0
Energy,Australia,430,39.55,973.29,6.39,-8.84,61.3,0,2025,Freeze,0
Finance,UK,362,35.4,857.84,-5.14,5.49,81.2,0,2021,Hiring,1
AI,Australia,55,2.15,1646.8,-3.6,9.4,104.96,0,2022,Freeze,1
Tech,Canada,533,34.47,1639.03,6.12,-10.1,270.44,0,2024,Slowdown,0
EdTech,Canada,275,26.42,631.55,-2.1,7.01,127.24,0,2021,Slowdown,2
AI,India,157,7.78,1425.47,-5.93,1.42,413.01,1,2023,Hiring,2
Healthcare,Japan,93,14.57,903.45,9.17,23.26,374.44,0,2021,Slowdown,2
Energy,Singapore,516,29.78,1613.36,-0.62,-2.34,421.88,1,2025,Hiring,2
Finance,Singapore,147,27.77,143.93,1.19,-1.03,87.52,0,2025,Freeze,2
Finance,USA,38,3.83,158.77,0.46,-0.04,170.26,0,2026,Slowdown,0
Healthcare,UK,222,9.29,71.21,-1.56,12.71,152.04,0,2023,Hiring,1
Retail,Japan,56,10.08,1615.76,2.97,9.23,29.64,0,2021,Hiring,1
Healthcare,Singapore,188,27.16,1123.08,-21.22,-20.57,55.58,0,2024,Hiring,2
EdTech,Canada,112,15.88,262.05,8.29,3.53,206.44,0,2020,Hiring,1
Retail,India,66,17.44,59.21,-8.57,10.82,483.13,0,2020,Slowdown,1
FinTech,USA,347,33.22,1400.13,-1.77,5.58,419.75,0,2020,Freeze,0
Healthcare,UK,147,12.89,1659.64,11.71,10.51,140.83,0,2024,Freeze,1
Energy,India,111,11.27,97.02,-7.42,17.45,283.63,0,2026,Freeze,2
Healthcare,Singapore,109,12.59,603.34,4.19,11.42,371.62,1,2024,Slowdown,0
Tech,USA,651,35.8,374.73,-8.19,16.01,39.58,0,2023,Slowdown,2
Energy,Singapore,309,17.74,539.21,3.87,32.91,394.6,0,2024,Freeze,0
Healthcare,Canada,510,33.42,1199.96,1.01,19.63,57.56,0,2022,Slowdown,0
Tech,Germany,354,38.28,55.16,-3.88,-11.81,347.26,0,2022,Slowdown,0
EdTech,USA,307,35.81,889.54,11.0,23.33,303.58,1,2022,Freeze,1
FinTech,Germany,28,10.26,1027.17,-22.22,1.15,52.2,1,2020,Freeze,2
Manufacturing,Brazil,652,38.07,1203.3,-2.14,39.36,371.82,0,2022,Slowdown,0
Retail,Australia,268,10.92,726.9,-19.54,1.7,236.3,0,2023,Slowdown,0
Healthcare,Australia,289,19.32,897.7,15.91,19.44,237.2,0,2026,Freeze,0
Energy,Singapore,29,1.3,442.04,-9.02,0.36,18.46,0,2023,Hiring,1
Energy,UK,70,18.1,440.93,3.83,-3.71,198.46,0,2026,Hiring,0
Healthcare,Japan,207,21.73,1760.33,-7.72,4.04,287.43,0,2020,Freeze,1
FinTech,UK,20,11.71,792.18,-4.45,17.47,210.97,0,2024,Hiring,1
Finance,Japan,292,24.71,622.2,-7.92,7.17,411.91,1,2024,Slowdown,2
Tech,Canada,98,11.01,1332.26,-0.86,-5.05,400.2,0,2024,Hiring,2
Retail,Singapore,342,17.34,1503.6,-8.2,1.63,35.6,0,2022,Freeze,0
Tech,Germany,539,27.07,1358.95,-2.85,3.52,181.02,1,2022,Freeze,2
Retail,Australia,26,6.42,235.9,-11.6,11.77,77.25,0,2022,Freeze,1
EdTech,Singapore,245,36.2,137.56,-8.16,-20.46,267.03,0,2024,Freeze,1
EdTech,Japan,337,23.51,92.26,2.86,-24.39,61.59,0,2021,Hiring,1
Manufacturing,Australia,460,32.85,139.43,5.67,0.56,193.76,1,2020,Slowdown,0
Tech,Canada,176,11.74,616.1,-5.0,25.89,394.51,0,2026,Slowdown,2
AI,UK,310,18.55,1160.64,-5.76,3.83,379.7,0,2022,Freeze,0
Retail,Japan,311,15.61,337.89,-6.44,-9.47,215.32,0,2026,Freeze,1
EdTech,Japan,347,26.19,1275.62,-8.71,2.74,170.37,0,2021,Hiring,0
FinTech,Japan,50,4.95,1695.04,6.26,9.08,265.59,0,2022,Hiring,2
Tech,India,47,5.11,338.88,-2.22,-11.72,486.02,0,2020,Hiring,1
Retail,India,116,9.15,1851.65,-10.2,-19.11,207.13,0,2021,Slowdown,0
Manufacturing,USA,32,18.88,582.04,-5.67,15.45,450.05,0,2026,Slowdown,1
Tech,USA,708,39.8,1093.04,-0.36,-11.13,44.19,0,2025,Hiring,1
FinTech,Canada,318,16.03,684.07,-12.44,7.75,270.75,0,2026,Slowdown,0
Energy,UK,58,7.57,497.58,-6.74,20.93,419.29,1,2021,Hiring,2
Retail,Singapore,31,3.25,688.18,0.95,5.92,135.2,0,2022,Freeze,1
Manufacturing,Australia,116,7.44,1168.05,-5.86,9.87,499.86,1,2025,Slowdown,0
AI,India,182,16.67,1987.73,12.67,21.51,440.17,0,2020,Freeze,1
FinTech,Japan,163,19.0,1462.98,3.09,11.83,74.08,0,2020,Hiring,2
EdTech,Australia,208,9.88,1928.24,11.15,8.99,454.74,0,2023,Slowdown,0
Retail,Germany,30,2.48,1492.99,-6.16,7.42,274.71,0,2026,Hiring,1
AI,Singapore,14,2.34,1939.37,-2.77,-8.64,474.56,0,2026,Freeze,0
Retail,UK,301,34.68,1179.52,-8.23,-8.59,187.73,0,2024,Hiring,1
Retail,Australia,234,18.21,1213.48,-9.65,25.44,459.38,1,2026,Slowdown,1
Finance,Singapore,852,39.25,818.13,8.94,11.22,413.78,1,2023,Freeze,0
Finance,Brazil,81,19.58,1992.27,-9.36,-10.35,29.83,0,2026,Freeze,2
Tech,Canada,584,35.46,899.4,-1.44,14.84,255.27,0,2025,Freeze,0
Energy,Australia,912,30.74,1858.87,5.64,6.19,15.37,0,2022,Freeze,2
AI,Germany,53,12.68,720.64,-8.47,-8.42,402.24,0,2020,Hiring,1
Healthcare,Australia,81,31.94,1981.14,-14.52,23.14,100.41,0,2023,Hiring,0
AI,Japan,63,6.57,1508.09,2.67,22.83,384.48,0,2024,Hiring,0
Healthcare,Australia,494,28.3,213.29,4.8,-9.4,199.61,0,2025,Slowdown,2
Finance,USA,233,16.88,136.69,-4.08,6.6,174.48,0,2021,Hiring,2
Manufacturing,Australia,17,1.24,206.38,-0.31,-5.74,434.49,0,2020,Freeze,1
FinTech,Germany,67,31.99,1415.64,-8.68,2.58,25.21,0,2026,Slowdown,0
Healthcare,UK,217,9.23,1727.48,-6.77,-6.83,200.71,1,2023,Freeze,1
Finance,UK,595,36.34,646.38,-12.91,14.53,238.27,0,2024,Freeze,1
Finance,Brazil,14,2.31,433.18,1.67,-5.53,208.12,0,2022,Slowdown,2
Retail,Japan,58,20.62,901.45,-1.49,-4.73,292.97,0,2021,Hiring,1
Manufacturing,Australia,77,21.52,929.03,-11.13,-11.27,117.4,0,2023,Freeze,1
Healthcare,Canada,266,21.29,290.04,-17.15,4.62,387.7,0,2023,Hiring,2
Manufacturing,UK,84,6.22,1260.97,5.97,-7.34,27.26,0,2024,Slowdown,1
EdTech,Germany,99,8.37,1567.12,-1.33,18.27,357.55,0,2023,Freeze,1
Finance,Germany,391,33.73,12.62,6.0,-7.88,123.49,0,2026,Slowdown,0
Tech,Japan,125,15.05,544.43,-8.31,20.41,421.37,0,2022,Slowdown,1
Energy,Japan,381,37.78,847.66,0.68,7.77,188.72,0,2021,Freeze,0
Healthcare,Australia,125,27.79,990.16,4.41,26.34,193.89,0,2024,Slowdown,1
Energy,Singapore,61,6.43,512.19,-9.64,-3.7,437.77,0,2025,Hiring,2
FinTech,India,236,38.08,1406.57,-5.28,8.05,149.1,0,2021,Slowdown,2
Healthcare,USA,689,39.98,214.09,-5.47,19.75,249.34,0,2026,Freeze,1
Tech,India,297,18.85,421.72,-4.18,-2.62,184.42,0,2022,Slowdown,2
FinTech,Germany,187,17.24,1645.25,-12.11,14.33,425.19,0,2024,Freeze,1
FinTech,UK,496,29.49,1297.19,-4.32,15.09,398.14,0,2023,Hiring,1
Energy,India,110,29.75,1949.31,12.72,-0.15,26.19,0,2021,Freeze,1
EdTech,Germany,406,35.72,578.38,-2.05,-21.16,183.96,0,2025,Freeze,1
EdTech,Japan,640,27.83,487.57,3.5,12.55,455.54,0,2023,Hiring,1
Finance,USA,102,17.13,988.26,3.28,41.19,202.2,0,2023,Hiring,2
Retail,Singapore,122,19.1,1927.18,5.91,-12.71,259.56,0,2021,Freeze,0
Energy,Japan,578,21.33,1952.15,-1.46,1.43,62.86,1,2022,Hiring,2
Energy,Australia,226,17.98,667.54,2.85,-7.7,170.97,0,2020,Freeze,0
Energy,Australia,1,1.05,603.1,2.42,15.05,323.26,0,2020,Freeze,0
Finance,India,138,9.08,308.89,-1.8,9.68,449.74,1,2026,Freeze,1
EdTech,India,288,19.88,1496.15,-1.15,5.31,236.96,0,2022,Slowdown,2
Energy,Australia,278,22.89,1554.97,8.58,16.53,102.57,0,2026,Freeze,1
Healthcare,Canada,382,25.27,1563.74,-5.96,9.89,289.19,1,2026,Slowdown,0
Manufacturing,India,208,16.14,1349.89,-4.89,14.58,130.03,0,2022,Hiring,0
Healthcare,Singapore,77,29.27,1079.93,5.91,21.72,30.41,0,2024,Hiring,2
Energy,Australia,459,20.4,464.35,-8.75,-20.34,22.38,0,2022,Slowdown,2
Healthcare,Singapore,16,14.82,1898.4,-1.52,14.82,481.16,1,2021,Hiring,1
Manufacturing,Japan,93,18.93,1095.42,-5.13,-16.36,216.46,0,2026,Hiring,1
Healthcare,Germany,357,27.3,278.31,1.79,-30.63,497.49,0,2024,Slowdown,2
Energy,Japan,601,38.46,397.87,-0.35,5.72,475.72,0,2024,Hiring,1
Tech,Germany,257,18.9,1839.18,7.54,-7.34,88.13,0,2023,Hiring,1
AI,UK,517,38.45,1045.31,0.9,-4.62,488.66,0,2025,Freeze,2
FinTech,India,17,31.15,623.45,-4.76,27.29,116.1,0,2026,Slowdown,1
FinTech,USA,384,23.04,1544.4,-4.66,14.28,249.5,0,2024,Freeze,0
Retail,Canada,354,25.74,448.04,2.71,12.04,160.9,0,2020,Freeze,1
EdTech,India,199,10.9,495.39,-14.71,57.44,201.44,0,2022,Slowdown,2
Manufacturing,Australia,66,15.5,787.95,5.06,-23.0,377.16,1,2021,Hiring,0
Tech,Brazil,128,39.71,775.71,-5.19,21.89,286.96,1,2025,Slowdown,2
Manufacturing,Canada,168,8.47,1836.89,-2.74,-17.89,50.99,0,2023,Slowdown,1
Finance,UK,15,9.92,1912.86,2.67,-11.28,74.17,1,2024,Slowdown,1
Healthcare,Germany,234,29.05,1128.83,-6.79,18.89,213.81,0,2021,Slowdown,0
EdTech,UK,174,14.77,1788.72,4.37,2.16,473.23,0,2026,Freeze,2
EdTech,India,76,33.1,1778.33,-9.34,-4.84,272.3,0,2021,Slowdown,2
Manufacturing,Japan,200,13.93,1710.79,2.68,5.17,103.62,0,2025,Hiring,2
Finance,Japan,35,4.71,1654.36,2.96,18.49,23.92,1,2024,Freeze,2
Energy,Germany,155,26.53,307.43,-0.44,-21.68,437.95,0,2025,Freeze,1
FinTech,UK,122,37.31,786.69,3.86,41.34,273.4,0,2026,Slowdown,1
Tech,India,160,21.38,114.0,-11.19,-5.97,486.54,0,2025,Hiring,0
EdTech,USA,251,18.06,1766.06,-10.73,-3.91,26.05,0,2024,Hiring,2
AI,UK,450,25.98,834.81,-1.11,17.81,379.56,0,2023,Freeze,2
Finance,Brazil,278,28.79,1634.48,-5.01,16.75,90.89,0,2021,Slowdown,1
Retail,Australia,185,30.74,1087.23,-17.4,-14.35,74.89,0,2021,Hiring,0
Finance,UK,282,28.66,338.81,-2.16,13.53,390.34,0,2026,Slowdown,2
Tech,USA,41,19.79,726.61,-0.36,-8.87,474.61,1,2023,Slowdown,1
EdTech,India,588,28.63,348.32,-4.45,-13.09,486.21,0,2022,Slowdown,0
Finance,Brazil,535,28.86,926.12,4.39,21.31,460.51,1,2024,Freeze,0
Healthcare,India,247,14.44,66.56,-6.68,-0.52,26.04,0,2025,Slowdown,0
Healthcare,Japan,612,39.16,1713.79,10.4,11.87,350.61,1,2023,Slowdown,2
Energy,Japan,544,22.42,627.41,-1.85,-31.53,241.3,0,2022,Hiring,0
Energy,Brazil,243,15.99,55.26,0.64,4.1,419.51,0,2024,Hiring,0
Finance,Germany,449,22.8,1004.67,12.42,39.35,353.13,0,2026,Slowdown,2
AI,USA,318,13.04,967.12,-1.16,7.81,59.33,0,2023,Slowdown,2
Retail,Australia,165,25.38,636.52,-2.98,-6.73,408.22,0,2023,Freeze,0
Finance,Germany,324,25.37,1145.63,-1.85,-0.54,416.43,0,2025,Slowdown,0
Manufacturing,Brazil,3,1.77,784.41,-4.1,15.14,95.79,0,2021,Freeze,2
FinTech,UK,167,29.58,812.03,4.46,-5.55,34.27,0,2025,Slowdown,0
Tech,Canada,59,27.42,148.86,-3.32,7.47,102.78,0,2022,Freeze,0
AI,Singapore,314,27.19,1266.4,-6.96,27.81,99.58,0,2024,Freeze,2
FinTech,Singapore,320,39.62,653.88,-3.34,11.07,470.64,0,2026,Hiring,1
Finance,Singapore,998,38.86,231.04,5.28,18.35,201.86,0,2022,Freeze,2
Finance,Canada,42,8.97,1041.81,16.63,10.86,37.11,0,2024,Hiring,0
Energy,India,215,11.47,578.49,0.17,6.31,328.41,0,2025,Hiring,2
Healthcare,India,109,7.71,1851.42,-8.02,31.49,34.26,1,2020,Hiring,2
EdTech,Brazil,114,25.32,1298.77,-12.19,17.17,133.77,1,2025,Freeze,2
Manufacturing,UK,185,27.21,1169.2,-10.82,37.33,262.93,0,2023,Freeze,0
AI,Singapore,427,29.72,1766.57,2.8,29.96,101.4,0,2020,Slowdown,2
Finance,Japan,2,2.97,1256.84,2.78,6.04,192.87,0,2025,Hiring,1
Healthcare,Brazil,69,38.35,801.08,-11.16,13.47,419.92,0,2021,Slowdown,0
Finance,Germany,60,26.93,998.59,-5.58,15.92,371.44,1,2025,Hiring,0
Tech,Japan,518,36.67,870.87,-6.94,30.16,129.43,0,2024,Hiring,0
FinTech,Australia,146,9.94,1096.02,2.2,-9.37,335.37,0,2022,Freeze,0
Manufacturing,Canada,12,8.77,1755.55,-9.96,-5.48,369.39,0,2020,Hiring,1
Tech,UK,417,36.54,712.95,-13.8,11.9,212.44,0,2022,Freeze,0
EdTech,Canada,72,4.16,1903.22,0.78,12.5,419.26,0,2023,Slowdown,0
Tech,Brazil,570,22.23,404.56,4.1,18.04,308.43,0,2022,Freeze,2
Retail,Japan,225,12.37,1542.63,-7.69,13.96,213.81,0,2024,Hiring,1
FinTech,Germany,45,11.49,740.06,2.13,21.6,447.68,1,2021,Hiring,1
FinTech,Brazil,162,17.04,1748.08,7.18,4.97,319.01,0,2020,Slowdown,0
AI,India,690,37.51,132.69,-17.19,-2.19,412.39,0,2022,Freeze,0
Tech,UK,181,12.74,1007.75,-3.13,16.9,28.18,0,2023,Hiring,0
Energy,Brazil,153,11.96,1427.36,-4.27,16.06,5.85,0,2025,Hiring,2
Healthcare,Australia,106,7.26,145.63,-0.28,16.86,92.9,0,2020,Hiring,2
Healthcare,Germany,953,33.23,895.17,-18.89,33.04,402.94,0,2023,Freeze,1
Manufacturing,Brazil,259,14.92,710.81,5.04,-5.02,414.29,1,2025,Hiring,0
Healthcare,India,209,32.56,1573.78,-9.24,-16.15,316.15,0,2021,Freeze,0
Manufacturing,Australia,333,35.18,209.62,20.88,7.63,196.43,0,2021,Hiring,1
AI,Japan,183,21.34,1590.0,-19.59,-2.65,442.2,0,2022,Hiring,0
AI,USA,482,18.13,1223.04,1.28,-9.82,80.27,0,2022,Hiring,0
Retail,Brazil,261,16.01,981.31,0.29,14.29,214.86,0,2024,Slowdown,0
AI,UK,172,29.56,1032.29,-13.07,-5.64,80.77,0,2020,Slowdown,1
FinTech,Germany,265,23.7,241.24,-7.08,-8.47,106.03,0,2021,Hiring,0
Tech,USA,48,14.09,1500.03,-1.22,4.41,286.0,0,2022,Freeze,0
Finance,Canada,250,17.73,1084.11,1.28,-8.02,348.25,0,2020,Hiring,0
EdTech,UK,143,13.77,1095.64,12.45,4.37,287.75,0,2021,Hiring,0
Tech,UK,196,14.15,289.97,-13.28,-2.09,346.07,0,2026,Freeze,2
Tech,Australia,97,27.48,1547.11,7.67,13.06,475.73,1,2024,Hiring,1
AI,Canada,8,3.69,951.14,4.97,26.96,280.38,0,2024,Slowdown,0
Retail,Canada,514,35.38,1463.98,10.0,1.63,348.67,0,2025,Freeze,2
Finance,Canada,566,33.89,972.76,8.44,1.42,166.88,0,2024,Hiring,1
FinTech,Germany,128,33.0,812.11,-4.59,4.45,242.22,0,2026,Slowdown,1
EdTech,Singapore,34,32.34,1804.04,-20.98,17.73,101.82,0,2025,Slowdown,2
Energy,Canada,865,34.07,1093.44,-26.31,16.8,490.86,1,2022,Slowdown,1
Tech,Canada,43,10.03,1885.38,-3.75,-6.26,21.51,0,2020,Freeze,2
Retail,UK,47,15.53,142.08,-5.26,31.43,184.85,0,2021,Hiring,2
FinTech,USA,1067,37.24,761.56,5.42,-0.84,415.7,1,2022,Freeze,1
Healthcare,Germany,233,32.38,1546.76,0.32,25.95,274.25,0,2026,Slowdown,2
Tech,Brazil,220,14.66,1356.56,9.05,-7.01,379.28,1,2026,Slowdown,0
EdTech,Singapore,216,14.53,784.56,-14.73,14.59,79.42,0,2023,Hiring,1
Tech,Germany,493,26.51,1778.81,0.18,-10.49,289.45,0,2026,Slowdown,0
Tech,Brazil,301,17.18,1426.99,-0.17,-13.83,193.17,0,2026,Freeze,0
Healthcare,Brazil,127,9.38,852.58,-2.75,-15.59,453.93,0,2020,Slowdown,0
Healthcare,India,152,23.8,271.63,-3.49,13.49,221.99,0,2025,Freeze,0
Energy,India,184,11.61,1386.26,1.43,7.58,132.1,1,2023,Hiring,1
Energy,Japan,292,21.62,1652.71,-13.29,18.47,231.61,0,2023,Slowdown,2
Manufacturing,Germany,107,11.32,1325.63,3.08,15.69,407.49,0,2026,Freeze,1
AI,UK,296,31.68,1548.46,-7.06,-1.16,373.94,0,2021,Slowdown,2
Tech,UK,194,11.12,72.18,-15.52,10.24,439.6,0,2026,Hiring,2
Finance,Japan,428,34.47,1568.63,-14.45,6.02,214.55,1,2021,Hiring,2
Manufacturing,Brazil,220,39.85,1651.7,-15.28,12.04,422.45,0,2021,Slowdown,2
Manufacturing,Japan,261,33.24,1806.67,5.33,14.04,466.79,0,2020,Hiring,0
Finance,Brazil,668,39.91,486.79,-4.95,-10.25,20.27,0,2022,Hiring,2
Energy,Japan,379,35.78,1699.11,5.91,-10.48,203.07,0,2024,Freeze,1
Manufacturing,Singapore,594,33.65,1240.95,-0.36,19.5,281.74,0,2024,Slowdown,1
Retail,UK,30,16.23,143.31,6.36,18.26,319.2,0,2025,Freeze,0
Manufacturing,Canada,108,16.18,461.61,-19.8,10.51,298.47,0,2021,Hiring,1
Healthcare,India,267,19.3,888.9,6.0,3.19,247.12,0,2026,Slowdown,1
EdTech,USA,422,24.13,111.43,6.37,22.84,227.44,1,2024,Freeze,2
Tech,India,102,5.29,1850.47,-6.89,7.36,315.86,0,2023,Freeze,0
FinTech,Singapore,44,3.72,1111.6,7.23,-0.33,373.92,0,2022,Hiring,1
Tech,Australia,189,28.5,913.07,-0.26,-0.03,333.91,0,2026,Hiring,1
Manufacturing,USA,409,27.73,54.81,-19.4,-24.9,85.8,0,2024,Slowdown,1
EdTech,Germany,242,38.48,1074.19,-5.5,-11.55,244.3,0,2021,Hiring,0
AI,India,286,33.52,1286.94,-1.01,-1.29,39.37,0,2025,Freeze,1
EdTech,Canada,361,28.4,137.72,2.91,8.1,115.47,0,2021,Hiring,1
Energy,Brazil,951,35.43,1319.8,-9.43,14.44,105.69,0,2022,Freeze,0
EdTech,Canada,828,35.5,254.82,-11.17,15.32,100.36,1,2022,Hiring,2
Finance,India,723,25.14,1881.84,-9.91,-0.31,387.98,1,2023,Slowdown,1
FinTech,USA,539,39.04,1634.86,-4.42,-4.99,426.29,0,2024,Slowdown,1
EdTech,Germany,31,7.56,952.53,-23.3,23.48,27.71,0,2025,Freeze,0
Tech,Singapore,574,30.61,1935.68,-8.2,18.12,219.93,0,2026,Slowdown,2
Healthcare,India,40,25.59,443.32,5.72,-1.73,10.36,1,2025,Hiring,0
Healthcare,USA,407,27.29,129.82,-0.34,-0.69,105.33,1,2024,Freeze,2
Healthcare,Canada,86,3.98,1973.52,9.0,17.77,135.76,0,2023,Freeze,0
Energy,Singapore,530,19.66,1562.21,-3.81,6.75,151.88,0,2023,Freeze,2
FinTech,Australia,224,18.92,616.39,-8.08,3.25,411.21,0,2021,Hiring,0
Finance,India,69,8.44,697.39,-11.31,7.61,273.66,0,2026,Slowdown,1
Energy,Canada,394,35.69,746.08,-3.6,30.54,97.66,0,2024,Slowdown,2
Tech,UK,147,22.82,1375.64,-5.1,8.08,329.08,0,2023,Slowdown,0
Energy,USA,132,13.8,910.71,-5.4,1.35,381.25,0,2024,Hiring,2
EdTech,Canada,295,32.9,1022.75,-2.69,21.46,368.15,0,2024,Freeze,1
AI,Japan,40,9.96,1107.56,0.22,-8.38,186.15,0,2021,Freeze,0
EdTech,Brazil,564,34.33,334.78,-5.04,-33.61,427.14,0,2023,Slowdown,2
Retail,Japan,111,12.14,1854.61,-1.24,-11.57,484.97,0,2022,Freeze,2
Manufacturing,USA,138,10.86,1878.1,-10.02,23.57,447.0,0,2025,Freeze,0
FinTech,Australia,143,32.04,354.37,-8.41,-5.24,336.42,1,2021,Hiring,2
Retail,Germany,183,21.36,1179.92,10.29,25.24,375.86,0,2020,Freeze,0
Manufacturing,Germany,74,15.68,467.95,-1.0,-15.73,132.76,0,2023,Slowdown,1
Finance,USA,572,36.91,84.92,-8.86,-4.84,145.8,0,2022,Slowdown,1
Healthcare,Japan,179,24.01,17.84,9.15,17.97,386.28,1,2026,Freeze,1
AI,India,193,21.0,1409.65,-9.98,26.92,467.59,1,2023,Hiring,1
Retail,Germany,30,2.19,412.87,-1.23,41.15,170.27,0,2022,Slowdown,1
FinTech,USA,255,19.26,1548.24,3.5,-16.38,61.79,1,2020,Slowdown,0
Tech,Germany,370,18.09,1679.16,-6.39,4.32,80.42,0,2022,Slowdown,1
AI,Australia,188,14.1,934.04,0.88,8.37,386.71,1,2024,Freeze,1
EdTech,Canada,50,32.26,787.23,-6.57,9.88,375.41,0,2025,Slowdown,1
Tech,Singapore,105,22.7,1713.7,2.06,2.02,417.55,0,2024,Slowdown,2
AI,Canada,12,1.75,1654.58,2.96,-5.78,262.42,0,2021,Freeze,0
Manufacturing,Canada,296,12.41,667.75,-6.21,6.8,146.96,0,2022,Hiring,0
Retail,USA,85,26.48,388.66,10.28,25.74,147.9,0,2026,Freeze,2
Healthcare,USA,392,29.82,558.54,5.31,19.87,140.88,0,2025,Freeze,1
Energy,USA,237,17.99,1589.99,-9.56,-1.43,139.14,0,2026,Freeze,0
Retail,Singapore,94,11.18,690.06,-4.52,14.61,417.3,1,2025,Freeze,2
FinTech,UK,51,4.6,329.77,-26.93,6.28,297.65,0,2023,Hiring,1
AI,Singapore,17,1.2,124.89,3.83,-14.7,452.39,1,2022,Hiring,2
Manufacturing,Germany,115,32.88,1515.31,10.98,-9.23,27.9,0,2023,Freeze,1
AI,Japan,89,34.39,716.75,-11.5,-10.65,378.76,0,2021,Slowdown,0
Finance,Japan,303,11.59,385.27,-18.08,-7.54,92.4,0,2022,Slowdown,0
FinTech,Canada,498,33.08,350.82,-8.86,10.22,242.96,1,2024,Hiring,0
Manufacturing,Australia,18,6.35,1469.1,7.99,-22.08,316.16,0,2026,Freeze,0
Healthcare,India,43,36.19,691.2,-1.4,13.15,366.53,0,2025,Hiring,2
Tech,USA,182,23.1,1315.78,-10.68,-19.82,449.2,0,2025,Hiring,0
Healthcare,Japan,46,4.23,511.61,-4.99,-5.97,390.02,0,2020,Freeze,2
Energy,Australia,86,9.37,139.13,13.65,11.35,297.46,0,2024,Hiring,1
FinTech,Germany,312,35.05,1580.04,0.03,-18.51,374.11,1,2024,Slowdown,1
Tech,USA,366,39.36,523.04,-9.88,-23.62,484.86,0,2022,Freeze,2
Healthcare,India,72,5.51,59.36,-1.23,-11.15,261.84,1,2024,Freeze,2
Finance,USA,1059,36.01,1491.63,-1.48,7.11,38.31,0,2023,Slowdown,1
FinTech,Brazil,243,32.42,659.72,-9.81,3.98,104.61,0,2024,Freeze,1
Retail,UK,233,36.6,1133.55,-11.65,8.44,91.42,0,2024,Hiring,0
Healthcare,Germany,69,18.91,610.06,12.66,10.04,466.28,0,2020,Hiring,2
Manufacturing,USA,28,37.55,627.05,9.28,22.82,124.96,0,2024,Slowdown,2
Tech,India,328,37.2,1690.5,-15.88,6.14,112.07,0,2020,Hiring,2
EdTech,Australia,253,37.6,1325.25,-19.4,15.72,38.49,0,2021,Freeze,1
Healthcare,Germany,74,33.51,1630.27,-8.68,-15.58,305.95,0,2020,Slowdown,1
FinTech,Canada,208,18.32,1501.31,-0.6,-21.42,265.88,0,2026,Hiring,2
Finance,Singapore,84,16.42,367.65,-5.34,-13.0,78.49,0,2026,Hiring,1
